survived,pclass,age,sibsp,parch,fare,class,who,adult_male,deck,embark_town,alive,alone,sex,sex_female,sex_male,embarked,embarked_C,embarked_Q,embarked_S
0,2,36,0,0,10.5,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,16,4,1,39.6875,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
1,3,25,1,0,7.775,Third,man,TRUE,,Southampton,yes,FALSE,male,0,1,S,0,0,1
1,1,58,0,1,153.4625,First,woman,FALSE,C,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,1,35,0,0,135.6333,First,woman,FALSE,C,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,1,,0,0,31,First,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,3,25,0,0,0,Third,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
1,2,41,0,1,19.5,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,1,37,0,1,29.7,First,man,TRUE,C,Cherbourg,no,FALSE,male,0,1,C,1,0,0
1,3,,0,0,7.75,Third,woman,FALSE,,Queenstown,yes,TRUE,female,1,0,Q,0,1,0
1,1,63,1,0,77.9583,First,woman,FALSE,D,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,45,0,0,7.75,Third,woman,FALSE,,Southampton,no,TRUE,female,1,0,S,0,0,1
0,2,,0,0,0,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,7,4,1,29.125,Third,child,FALSE,,Queenstown,no,FALSE,male,0,1,Q,0,1,0
1,3,35,1,1,20.25,Third,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,65,0,0,7.75,Third,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
0,3,28,0,0,7.8542,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,16,0,0,9.5,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,3,19,0,0,8.05,Third,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
0,1,,0,0,26,First,man,TRUE,A,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,33,0,0,8.6625,Third,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
1,3,30,0,0,9.5,Third,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
0,3,22,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,42,0,0,13,Second,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
1,3,22,0,0,7.75,Third,woman,FALSE,,Queenstown,yes,TRUE,female,1,0,Q,0,1,0
1,1,26,0,0,78.85,First,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
1,1,19,1,0,91.0792,First,woman,FALSE,B,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
0,2,36,0,0,12.875,Second,man,TRUE,D,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,3,24,0,0,8.85,Third,woman,FALSE,,Southampton,no,TRUE,female,1,0,S,0,0,1
0,3,24,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,1,,0,0,27.7208,First,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,3,23.5,0,0,7.2292,Third,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,1,2,1,2,151.55,First,child,FALSE,C,Southampton,no,FALSE,female,1,0,S,0,0,1
1,1,,0,0,30.5,First,man,TRUE,C,Southampton,yes,TRUE,male,0,1,S,0,0,1
1,1,50,0,1,247.5208,First,woman,FALSE,B,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
1,3,,0,0,7.75,Third,woman,FALSE,,Queenstown,yes,TRUE,female,1,0,Q,0,1,0
1,3,,2,0,23.25,Third,man,TRUE,,Queenstown,yes,FALSE,male,0,1,Q,0,1,0
0,3,19,0,0,0,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,,0,0,12.35,Second,woman,FALSE,E,Queenstown,yes,TRUE,female,1,0,Q,0,1,0
0,3,,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,0.92,1,2,151.55,First,child,FALSE,C,Southampton,yes,FALSE,male,0,1,S,0,0,1
1,1,,0,0,110.8833,First,woman,FALSE,,Cherbourg,yes,TRUE,female,1,0,C,1,0,0
1,1,17,1,0,108.9,First,woman,FALSE,C,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
0,2,30,1,0,24,Second,man,TRUE,,Cherbourg,no,FALSE,male,0,1,C,1,0,0
1,1,30,0,0,56.9292,First,woman,FALSE,E,Cherbourg,yes,TRUE,female,1,0,C,1,0,0
1,1,24,0,0,83.1583,First,woman,FALSE,C,Cherbourg,yes,TRUE,female,1,0,C,1,0,0
1,1,18,2,2,262.375,First,woman,FALSE,B,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
0,2,26,1,1,26,Second,woman,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
0,3,28,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,43,1,1,26.25,Second,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
1,3,26,0,0,7.8542,Third,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
1,2,24,1,0,26,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,2,54,0,0,14,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,31,0,2,164.8667,First,woman,FALSE,C,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,1,40,1,1,134.5,First,woman,FALSE,E,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
0,3,22,0,0,7.25,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,27,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,30,0,0,12.35,Second,woman,FALSE,,Queenstown,yes,TRUE,female,1,0,Q,0,1,0
1,2,22,1,1,29,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,,8,2,69.55,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
1,1,36,0,0,135.6333,First,woman,FALSE,C,Cherbourg,yes,TRUE,female,1,0,C,1,0,0
0,3,61,0,0,6.2375,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,36,0,0,13,Second,woman,FALSE,D,Southampton,yes,TRUE,female,1,0,S,0,0,1
1,3,31,1,1,20.525,Third,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,1,16,0,1,57.9792,First,woman,FALSE,B,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
1,3,,2,0,23.25,Third,woman,FALSE,,Queenstown,yes,FALSE,female,1,0,Q,0,1,0
0,1,45.5,0,0,28.5,First,man,TRUE,C,Southampton,no,TRUE,male,0,1,S,0,0,1
0,1,38,0,1,153.4625,First,man,TRUE,C,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,16,2,0,18,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
1,1,,1,0,133.65,First,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,1,29,1,0,66.6,First,man,TRUE,C,Southampton,no,FALSE,male,0,1,S,0,0,1
1,1,41,0,0,134.5,First,woman,FALSE,E,Cherbourg,yes,TRUE,female,1,0,C,1,0,0
1,3,45,0,0,8.05,Third,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
0,1,45,0,0,35.5,First,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,2,1,1,26,Second,child,FALSE,F,Southampton,yes,FALSE,male,0,1,S,0,0,1
1,1,24,3,2,263,First,woman,FALSE,C,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,2,28,0,0,13,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,25,0,0,13,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,36,0,0,13,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,24,0,0,13,Second,woman,FALSE,F,Southampton,yes,TRUE,female,1,0,S,0,0,1
1,2,40,0,0,13,Second,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
1,3,,1,0,16.1,Third,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,3,3,1,1,15.9,Third,child,FALSE,,Southampton,yes,FALSE,male,0,1,S,0,0,1
0,3,42,0,0,8.6625,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,23,0,0,9.225,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,1,,0,0,35,First,man,TRUE,C,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,15,1,1,7.2292,Third,child,FALSE,,Cherbourg,no,FALSE,male,0,1,C,1,0,0
0,3,25,1,0,17.8,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,,0,0,7.225,Third,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,3,28,0,0,9.5,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,22,0,1,55,First,woman,FALSE,E,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,2,38,0,0,13,Second,woman,FALSE,,Southampton,no,TRUE,female,1,0,S,0,0,1
1,3,,0,0,7.8792,Third,woman,FALSE,,Queenstown,yes,TRUE,female,1,0,Q,0,1,0
1,3,,0,0,7.8792,Third,woman,FALSE,,Queenstown,yes,TRUE,female,1,0,Q,0,1,0
0,3,40,1,4,27.9,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,2,29,1,0,27.7208,Second,man,TRUE,,Cherbourg,no,FALSE,male,0,1,C,1,0,0
0,3,45,0,1,14.4542,Third,woman,FALSE,,Cherbourg,no,FALSE,female,1,0,C,1,0,0
0,3,35,0,0,7.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,1,0,15.5,Third,man,TRUE,,Queenstown,no,FALSE,male,0,1,Q,0,1,0
0,3,30,0,0,7.25,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,60,1,0,75.25,First,woman,FALSE,D,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
1,3,,0,0,7.2292,Third,woman,FALSE,,Cherbourg,yes,TRUE,female,1,0,C,1,0,0
1,3,,0,0,7.75,Third,woman,FALSE,,Queenstown,yes,TRUE,female,1,0,Q,0,1,0
1,1,24,0,0,69.3,First,woman,FALSE,B,Cherbourg,yes,TRUE,female,1,0,C,1,0,0
1,1,25,1,0,55.4417,First,man,TRUE,E,Cherbourg,yes,FALSE,male,0,1,C,1,0,0
0,3,18,1,0,6.4958,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,19,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,1,22,0,0,135.6333,First,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,3,3,3,1,21.075,Third,child,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
1,1,,1,0,82.1708,First,woman,FALSE,,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
1,3,22,0,0,7.25,Third,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,1,27,0,2,211.5,First,man,TRUE,C,Cherbourg,no,FALSE,male,0,1,C,1,0,0
0,3,20,0,0,4.0125,Third,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,3,19,0,0,7.775,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,42,0,0,227.525,First,woman,FALSE,,Cherbourg,yes,TRUE,female,1,0,C,1,0,0
1,3,1,0,2,15.7417,Third,child,FALSE,,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
0,3,32,0,0,7.925,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,35,1,0,52,First,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,18,0,0,73.5,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,1,5,2,46.9,Third,child,FALSE,,Southampton,no,FALSE,male,0,1,S,0,0,1
1,2,36,0,0,13,Second,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,3,,0,0,7.7292,Third,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
1,2,17,0,0,12,Second,woman,FALSE,,Cherbourg,yes,TRUE,female,1,0,C,1,0,0
1,1,36,1,2,120,First,man,TRUE,B,Southampton,yes,FALSE,male,0,1,S,0,0,1
1,3,21,0,0,7.7958,Third,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
0,3,28,2,0,7.925,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
1,1,23,1,0,113.275,First,woman,FALSE,D,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
1,3,24,0,2,16.7,Third,woman,FALSE,G,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,22,0,0,7.7958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,31,0,0,7.8542,Third,woman,FALSE,,Southampton,no,TRUE,female,1,0,S,0,0,1
0,2,46,0,0,26,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,23,0,0,10.5,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,28,0,0,12.65,Second,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
1,3,39,0,0,7.925,Third,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
0,3,26,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,21,1,0,9.825,Third,woman,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
0,3,28,1,0,15.85,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,20,0,0,8.6625,Third,woman,FALSE,,Southampton,no,TRUE,female,1,0,S,0,0,1
0,2,34,1,0,21,Second,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,51,0,0,7.75,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,3,1,1,18.75,Second,child,FALSE,,Southampton,yes,FALSE,male,0,1,S,0,0,1
0,3,21,0,0,7.775,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,3,1,25.4667,Third,woman,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
0,3,,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,0,0,6.8583,Third,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
1,1,33,1,0,90,First,woman,FALSE,C,Queenstown,yes,FALSE,female,1,0,Q,0,1,0
0,2,,0,0,0,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,3,44,0,0,7.925,Third,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
0,3,,0,0,8.05,Third,woman,FALSE,,Southampton,no,TRUE,female,1,0,S,0,0,1
1,2,34,1,1,32.5,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,2,18,0,2,13,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,2,30,0,0,13,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,10,0,2,24.15,Third,child,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
0,3,,0,0,7.8958,Third,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,3,21,0,0,7.7333,Third,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
0,3,29,0,0,7.875,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,28,1,1,14.4,Third,woman,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
0,3,18,1,1,20.2125,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,,0,0,7.25,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,28,1,0,26,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,2,19,0,0,26,Second,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,3,,0,0,7.75,Third,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
1,3,32,0,0,8.05,Third,man,TRUE,E,Southampton,yes,TRUE,male,0,1,S,0,0,1
1,1,28,0,0,26.55,First,man,TRUE,C,Southampton,yes,TRUE,male,0,1,S,0,0,1
1,3,,1,0,16.1,Third,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,2,42,1,0,26,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,17,0,0,7.125,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,1,50,1,0,55.9,First,man,TRUE,E,Southampton,no,FALSE,male,0,1,S,0,0,1
1,1,14,1,2,120,First,child,FALSE,B,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,21,2,2,34.375,Third,woman,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
1,2,24,2,3,18.75,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,1,64,1,4,263,First,man,TRUE,C,Southampton,no,FALSE,male,0,1,S,0,0,1
0,2,31,0,0,10.5,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,45,1,1,26.25,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,20,0,0,9.5,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,25,1,0,7.775,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
1,2,28,0,0,13,Second,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
1,3,,0,0,8.1125,Third,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
1,1,4,0,2,81.8583,First,child,FALSE,A,Southampton,yes,FALSE,male,0,1,S,0,0,1
1,2,13,0,1,19.5,Second,child,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,1,34,0,0,26.55,First,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
1,3,5,2,1,19.2583,Third,child,FALSE,,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
1,1,52,0,0,30.5,First,man,TRUE,C,Southampton,yes,TRUE,male,0,1,S,0,0,1
0,2,36,1,2,27.75,Second,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,,1,0,19.9667,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,1,30,0,0,27.75,First,man,TRUE,C,Cherbourg,no,TRUE,male,0,1,C,1,0,0
1,1,49,1,0,89.1042,First,man,TRUE,C,Cherbourg,yes,FALSE,male,0,1,C,1,0,0
0,3,,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,3,29,0,0,7.8958,Third,man,TRUE,,Cherbourg,yes,TRUE,male,0,1,C,1,0,0
0,1,65,0,0,26.55,First,man,TRUE,E,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,,1,0,51.8625,First,woman,FALSE,D,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,2,50,0,0,10.5,Second,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,3,,0,0,7.75,Third,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
1,1,48,0,0,26.55,First,man,TRUE,E,Southampton,yes,TRUE,male,0,1,S,0,0,1
0,3,34,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,1,47,0,0,38.5,First,man,TRUE,E,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,48,0,0,13,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,38,0,0,7.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,,0,0,0,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,1,56,0,0,26.55,First,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,0,0,7.725,Third,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
1,3,0.75,2,1,19.2583,Third,child,FALSE,,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
0,3,,0,0,7.25,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,38,0,0,8.6625,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,33,1,2,27.75,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,2,23,0,0,13.7917,Second,woman,FALSE,D,Cherbourg,yes,TRUE,female,1,0,C,1,0,0
0,3,22,0,0,9.8375,Third,woman,FALSE,,Southampton,no,TRUE,female,1,0,S,0,0,1
0,1,,0,0,52,First,man,TRUE,A,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,34,1,0,21,Second,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,29,1,0,7.0458,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,22,0,0,7.5208,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,3,2,0,1,12.2875,Third,child,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,9,5,2,46.9,Third,child,FALSE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,2,,0,0,0,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,50,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,3,63,0,0,9.5875,Third,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
1,1,25,1,0,91.0792,First,man,TRUE,B,Cherbourg,yes,FALSE,male,0,1,C,1,0,0
0,3,,3,1,25.4667,Third,woman,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
1,1,35,1,0,90,First,woman,FALSE,C,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,1,58,0,0,29.7,First,man,TRUE,B,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,3,30,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,3,9,1,1,15.9,Third,child,FALSE,,Southampton,yes,FALSE,male,0,1,S,0,0,1
0,3,,1,0,19.9667,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,21,0,0,7.25,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,1,55,0,0,30.5,First,man,TRUE,C,Southampton,no,TRUE,male,0,1,S,0,0,1
0,1,71,0,0,49.5042,First,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,3,21,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,0,0,14.4583,Third,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
1,1,54,1,0,78.2667,First,woman,FALSE,D,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
0,3,,0,0,15.1,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,1,25,1,2,151.55,First,woman,FALSE,C,Southampton,no,FALSE,female,1,0,S,0,0,1
0,3,24,0,0,7.7958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,17,0,0,8.6625,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,21,0,0,7.75,Third,woman,FALSE,,Queenstown,no,TRUE,female,1,0,Q,0,1,0
0,3,,0,0,7.6292,Third,woman,FALSE,,Queenstown,no,TRUE,female,1,0,Q,0,1,0
0,3,37,0,0,9.5875,Third,woman,FALSE,,Southampton,no,TRUE,female,1,0,S,0,0,1
1,1,16,0,0,86.5,First,woman,FALSE,B,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,1,18,1,0,108.9,First,man,TRUE,C,Cherbourg,no,FALSE,male,0,1,C,1,0,0
1,2,33,0,2,26,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,1,,0,0,26.55,First,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
0,3,28,0,0,22.525,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,3,26,0,0,56.4958,Third,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
1,3,29,0,0,7.75,Third,man,TRUE,,Queenstown,yes,TRUE,male,0,1,Q,0,1,0
0,3,,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,36,0,0,26.2875,First,man,TRUE,E,Southampton,yes,TRUE,male,0,1,S,0,0,1
1,1,54,1,0,59.4,First,woman,FALSE,,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
0,3,24,0,0,7.4958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,1,47,0,0,34.0208,First,man,TRUE,D,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,34,0,0,10.5,Second,woman,FALSE,F,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,3,,0,0,24.15,Third,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
1,2,36,1,0,26,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,32,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,30,0,0,93.5,First,woman,FALSE,B,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,3,22,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,0,0,7.225,Third,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
1,1,44,0,1,57.9792,First,woman,FALSE,B,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
0,3,,0,0,7.2292,Third,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,3,40.5,0,0,7.75,Third,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
1,2,50,0,0,10.5,Second,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,1,,0,0,221.7792,First,man,TRUE,C,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,39,0,0,7.925,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,23,2,1,11.5,Second,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
1,2,2,1,1,26,Second,child,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,,0,0,7.2292,Third,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
